64,	32,	16,	8,	4,	2,	32,	16,	8,	4,	2,	1
64,	32,	16,	8,	4,	2,	8,	4,	2,	1,	0.5,	0.25
32,	16,	8,	4,	2,	1,	64,	32,	16,	8,	4,	2
64,	32,	16,	8,	4,	2,	64,	32,	16,	8,	4,	2
64,	32,	16,	8,	4,	2,	8,	4,	2,	1,	0.5,	0.25
16,	8,	4,	2,	1,	0.5,	32,	16,	8,	4,	2,	1
8,	4,	2,	1,	0.5,	0.25,	64,	32,	16,	8,	4,	0
32,	16,	8,	4,	2,	1,	0.5,	0.25,	0.12,	0.06,	0.03,	0
